Classifier,Augmented,Features,PCA,Classifier_Metrics,Val accuracy,Test accuracy,Meningioma,No tumor,Glioma,Pituitary
svm,True,"('hog', 'wavelet_3x', 'wavelet_2x')",PCA(n_components=100),"SVC(C=10, gamma=0.001)",0.9155555555555556,0.9,0.890625,0.880952380952381,0.8641975308641974,0.9532710280373831
random forest,True,"('hog',)",PCA(n_components=50),RandomForestClassifier(n_estimators=200),0.8655555555555555,0.85,0.8225806451612904,0.8395061728395061,0.8095238095238095,0.918918918918919
random forest,True,"('wavelet_3x',)",PCA(n_components=50),RandomForestClassifier(n_estimators=200),0.8566666666666667,0.83,0.8000000000000002,0.8395061728395061,0.7727272727272727,0.9009009009009009
random forest,True,"('wavelet_2x',)",PCA(n_components=50),RandomForestClassifier(n_estimators=200),0.85,0.825,0.782608695652174,0.8333333333333334,0.7472527472527473,0.9272727272727272
random forest,True,"('hog', 'wavelet_3x')",PCA(n_components=50),RandomForestClassifier(n_estimators=200),0.8944444444444445,0.855,0.8264462809917356,0.880952380952381,0.8192771084337349,0.8928571428571429
random forest,True,"('hog', 'wavelet_2x')",PCA(n_components=100),RandomForestClassifier(),0.8733333333333333,0.855,0.8225806451612904,0.880952380952381,0.7804878048780488,0.9272727272727272
random forest,True,"('wavelet_3x', 'wavelet_2x')",PCA(n_components=100),RandomForestClassifier(),0.8444444444444444,0.82,0.7933884297520662,0.813953488372093,0.7294117647058824,0.9259259259259259
random forest,True,"('hog', 'wavelet_3x', 'wavelet_2x')",PCA(n_components=150),RandomForestClassifier(n_estimators=200),0.8822222222222222,0.87,0.8548387096774193,0.8705882352941177,0.8395061728395061,0.9090909090909091
knn,True,"('hog',)",PCA(n_components=100),KNeighborsClassifier(n_neighbors=1),0.9188888888888889,0.88,0.8592592592592593,0.9014084507042254,0.8333333333333333,0.9272727272727272
knn,True,"('wavelet_3x',)",PCA(n_components=100),KNeighborsClassifier(n_neighbors=1),0.8988888888888888,0.865,0.8292682926829268,0.85,0.8222222222222222,0.9532710280373831
knn,True,"('wavelet_2x',)",PCA(n_components=0.9),KNeighborsClassifier(n_neighbors=1),0.8977777777777778,0.845,0.7967479674796749,0.8354430379746834,0.8089887640449438,0.9357798165137614
knn,True,"('hog', 'wavelet_3x')",PCA(n_components=100),KNeighborsClassifier(n_neighbors=1),0.9233333333333333,0.865,0.8270676691729324,0.8648648648648649,0.8235294117647058,0.9444444444444444
knn,True,"('hog', 'wavelet_2x')",PCA(n_components=50),KNeighborsClassifier(n_neighbors=1),0.9088888888888889,0.865,0.8319999999999999,0.8831168831168831,0.8222222222222222,0.9259259259259259
knn,True,"('wavelet_3x', 'wavelet_2x')",PCA(n_components=100),KNeighborsClassifier(n_neighbors=3),0.8344444444444444,0.8,0.7368421052631579,0.8095238095238095,0.7446808510638299,0.9074074074074073
knn,True,"('hog', 'wavelet_3x', 'wavelet_2x')",PCA(n_components=100),KNeighborsClassifier(n_neighbors=1),0.9133333333333333,0.87,0.8264462809917356,0.8860759493670887,0.8172043010752689,0.9532710280373831
